login,graph,degree_in,degree_out,betweenness,closeness,pagerank
MaksimShevtsov,G3,0.000476,0.0,0.0,0.0,0.000466
Maleick,G3,0.0,0.0,0.0,0.0,0.000465
MannXo,G3,0.000953,0.0,0.0,0.0,0.000471
Manu-Devloo,G3,0.0,0.0,0.0,0.0,0.000465
MariusStorhaug,G3,0.000476,0.0,0.0,0.0,0.000466
MarkStokes-outlook,G3,0.0,0.0,0.0,0.0,0.000465
MarkjoinedGit,G3,0.0,0.0,0.0,0.0,0.000465
MartyBonacci,G3,0.0,0.0,0.0,0.0,0.000465
Matteaocha,G3,0.0,0.0,0.0,0.0,0.000465
MauScheff,G3,0.0,0.0,0.0,0.0,0.000465
Max-Levitskiy,G3,0.0,0.0,0.0,0.0,0.000465
MaxBarbet,G3,0.0,0.0,0.0,0.0,0.000465
Maxim-Mazurok,G3,0.0,0.0,0.0,0.0,0.000465
MayaOber,G3,0.0,0.0,0.0,0.0,0.000465
MayurVirkar,G3,0.000476,0.0,0.0,0.0,0.000466
MdStar1984,G3,0.0,0.0,0.0,0.0,0.000465
MeBadDev,G3,0.0,0.0,0.0,0.0,0.000465
Mearman,G3,0.000953,0.0,0.0,0.0,0.000489
Medialordofficial,G3,0.0,0.0,0.0,0.0,0.000465
Meir017,G3,0.0,0.0,0.0,0.0,0.000465
Meirdrarel,G3,0.0,0.0,0.0,0.0,0.000465
Michael88888888888,G3,0.0,0.0,0.0,0.0,0.000465
MichalPetricek,G3,0.0,0.0,0.0,0.0,0.000465
Mikaleb,G3,0.0,0.0,0.0,0.0,0.000465
Mingholy,G3,0.000476,0.0,0.0,0.0,0.000488
Mirza-Samad-Ahmed-Baig,G3,0.0,0.0,0.0,0.0,0.000465
MisinformedDNA,G3,0.0,0.0,0.0,0.0,0.000465
Mistrox43,G3,0.0,0.0,0.0,0.0,0.000465
MohannadHany-Envnt,G3,0.0,0.0,0.0,0.0,0.000465
MomoChenisMe,G3,0.0,0.0,0.0,0.0,0.000465
MonkeyCode-AI,G3,0.0,0.0,0.0,0.0,0.000465
MonuCarpenter,G3,0.0,0.0,0.0,0.0,0.000465
Mr-Saxobeat,G3,0.0,0.0,0.0,0.0,0.000465
Mr-Youssry,G3,0.0,0.0,0.0,0.0,0.000465
MrHinsh,G3,0.0,0.0,0.0,0.0,0.000465
MrTrigger,G3,0.0,0.0,0.0,0.0,0.000465
Muhabu,G3,0.0,0.0,0.0,0.0,0.000465
Muhammadnoman1234,G3,0.0,0.0,0.0,0.0,0.000465
N0SAFE,G3,0.0,0.0,0.0,0.0,0.000465
NaikSoftware,G3,0.0,0.0,0.0,0.0,0.000465
Napolitain,G3,0.0,0.0,0.0,0.0,0.000465
NaviaSamal,G3,0.000953,0.0,0.0,0.0,0.000471
NebulaMao,G3,0.0,0.0,0.0,0.0,0.000465
Negashev,G3,0.0,0.0,0.0,0.0,0.000465
NelsonBN,G3,0.0,0.0,0.0,0.0,0.000465
NeoWang9999,G3,0.0,0.0,0.0,0.0,0.000465
NgoQuocViet2001,G3,0.000953,0.0,0.0,0.0,0.000471
Nicered,G3,0.000476,0.0,0.0,0.0,0.000466
NicholasMeacoe,G3,0.0,0.0,0.0,0.0,0.000465
NikiforovAll,G3,0.0,0.0,0.0,0.0,0.000465
Nimraakram22,G3,0.000953,0.0,0.0,0.0,0.000471
NirmalmaheshSubramani,G3,0.0,0.0,0.0,0.0,0.000465
Noor-ul-ain001,G3,0.000953,0.0,0.0,0.0,0.000471
Norfeldt,G3,0.0,0.0,0.0,0.0,0.000465
NunoMiguelVeloso,G3,0.0,0.0,0.0,0.0,0.000465
OR13,G3,0.0,0.000476,0.0,0.25,0.000465
ObsisMc,G3,0.0,0.0,0.0,0.0,0.000465
OguzDastan,G3,0.0,0.0,0.0,0.0,0.000465
OllisGit,G3,0.0,0.0,0.0,0.0,0.000465
One-TheOnly,G3,0.001429,0.0,0.0,0.0,0.00055
OneSheep123,G3,0.0,0.0,0.0,0.0,0.000465
OptimusPi,G3,0.0,0.0,0.0,0.0,0.000465
OrenMe,G3,0.0,0.0,0.0,0.0,0.000465
Ovid,G3,0.0,0.0,0.0,0.0,0.000465
PG408,G3,0.0,0.0,0.0,0.0,0.000465
PIMBA,G3,0.0,0.0,0.0,0.0,0.000465
PMCaz,G3,0.0,0.0,0.0,0.0,0.000465
Page-Carbajal,G3,0.000476,0.0,0.0,0.0,0.00086
Paimon2806,G3,0.0,0.0,0.0,0.0,0.000465
PaoloC68,G3,0.0,0.0,0.0,0.0,0.000465
PascalThuet,G3,0.001429,0.0,0.0,0.0,0.00055
PatrickHeneise,G3,0.0,0.0,0.0,0.0,0.000465
Pavel-tabnine,G3,0.000953,0.0,0.0,0.0,0.000471
Pazzilivo,G3,0.0,0.0,0.0,0.0,0.000465
PeteHalsted,G3,0.0,0.0,0.0,0.0,0.000465
PeterDaumQS,G3,0.0,0.0,0.0,0.0,0.000465
Pewejekubam,G3,0.0,0.0,0.0,0.0,0.000465
PieBru,G3,0.0,0.0,0.0,0.0,0.000465
PitamberTiwari,G3,0.0,0.0,0.0,0.0,0.000465
Poggen,G3,0.0,0.0,0.0,0.0,0.000465
Pranav01211,G3,0.000476,0.0,0.0,0.0,0.000466
ProgrammerPlus1998,G3,0.0,0.0,0.0,0.0,0.000465
PrometheusAtlas,G3,0.0,0.0,0.0,0.0,0.000465
PsiACE,G3,0.0,0.0,0.0,0.0,0.000465
QC2168,G3,0.0,0.0,0.0,0.0,0.000465
QikeLab,G3,0.0,0.0,0.0,0.0,0.000465
Quratulain-bilal,G3,0.001429,0.0,0.0,0.0,0.000866
RA-Rob,G3,0.0,0.0,0.0,0.0,0.000465
RB-Lab,G3,0.0,0.0,0.0,0.0,0.000465
RT-Rakesh,G3,0.0,0.0,0.0,0.0,0.000465
Rabithua,G3,0.0,0.0,0.0,0.0,0.000465
RajaPremSai,G3,0.0,0.0,0.0,0.0,0.000465
RakeshArya5,G3,0.0,0.0,0.0,0.0,0.000465
Rannir,G3,0.0,0.0,0.0,0.0,0.000465
Ray0907,G3,0.000476,0.0,0.0,0.0,0.000466
RbBtSn0w,G3,0.000953,0.0,0.0,0.0,0.000471
RchrdHndrcks,G3,0.000476,0.0,0.0,0.0,0.000466
ReddragonLR,G3,0.0,0.0,0.0,0.0,0.000465
ReneSchumacher,G3,0.0,0.0,0.0,0.0,0.000465
Rep0se,G3,0.0,0.0,0.0,0.0,0.000465
Reynard-HanSkin,G3,0.0,0.0,0.0,0.0,0.000465
RoboCreator85,G3,0.0,0.0,0.0,0.0,0.000465
Roboterjiang,G3,0.0,0.0,0.0,0.0,0.000465
Rodaddy-Bullish,G3,0.0,0.0,0.0,0.0,0.000465
RogerBestMsft,G3,0.0,0.0,0.0,0.0,0.000465
Rohan-1920,G3,0.000953,0.0,0.0,0.0,0.000471
RotRot-pi,G3,0.0,0.0,0.0,0.0,0.000465
Roy-Gal-Git,G3,0.0,0.0,0.0,0.0,0.000465
RoyceLeonD,G3,0.000476,0.000476,0.0,0.25,0.000466
Rubiss,G3,0.000953,0.0,0.0,0.0,0.000471
RunOrVeith,G3,0.0,0.0,0.0,0.0,0.000465
S2thend,G3,0.0,0.0,0.0,0.0,0.000465
SARAMALI15792,G3,0.000953,0.0,0.0,0.0,0.000471
SHSharkar,G3,0.0,0.0,0.0,0.0,0.000465
SLOWRAINMDML,G3,0.0,0.0,0.0,0.0,0.000465
STRRL,G3,0.000953,0.0,0.0,0.0,0.000489
Saco93,G3,0.0,0.0,0.0,0.0,0.000465
Satcomx00-x00,G3,0.0,0.0,0.0,0.0,0.000465
Scoheart,G3,0.0,0.0,0.0,0.0,0.000465
Seafoodsz,G3,0.0,0.0,0.0,0.0,0.000465
SeanAiGo,G3,0.0,0.0,0.0,0.0,0.000465
SeanPtest,G3,0.0,0.0,0.0,0.0,0.000465
Selenion,G3,0.0,0.0,0.0,0.0,0.000465
Selfeer,G3,0.000953,0.0,0.0,0.0,0.000471
Sertxito,G3,0.000476,0.0,0.0,0.0,0.000466
Shakeshev,G3,0.0,0.0,0.0,0.0,0.000465
Shankhara,G3,0.0,0.0,0.0,0.0,0.000465
ShaunaGordon,G3,0.0,0.0,0.0,0.0,0.000465
Shehab-Muhammad,G3,0.0,0.0,0.0,0.0,0.000465
SherifMEldeeb,G3,0.0,0.0,0.0,0.0,0.000465
ShivamGoyal03,G3,0.0,0.0,0.0,0.0,0.000465
ShogoMiyashita,G3,0.0,0.0,0.0,0.0,0.000465
SiaoZeng,G3,0.0,0.0,0.0,0.0,0.000465
Sidatii,G3,0.0,0.0,0.0,0.0,0.000465
SilenceZheng66,G3,0.0,0.0,0.0,0.0,0.000465
Silthus,G3,0.0,0.0,0.0,0.0,0.000465
SirunGameDev,G3,0.0,0.0,0.0,0.0,0.000465
SlenderShield,G3,0.0,0.0,0.0,0.0,0.000465
SmolSoftBoi,G3,0.0,0.0,0.0,0.0,0.000465
Son-Dam,G3,0.0,0.0,0.0,0.0,0.000465
SoniaChoo,G3,0.0,0.0,0.0,0.0,0.000465
Spietato86,G3,0.0,0.0,0.0,0.0,0.000465
Staok,G3,0.0,0.0,0.0,0.0,0.000465
StdLogicTrig,G3,0.0,0.0,0.0,0.0,0.000465
SteFletcher,G3,0.0,0.0,0.0,0.0,0.000465
SteeZyT33,G3,0.0,0.0,0.0,0.0,0.000465
SteveGrosbois,G3,0.0,0.0,0.0,0.0,0.000465
Streamweaver,G3,0.0,0.0,0.0,0.0,0.000465
SuhailArshad1122,G3,0.0,0.0,0.0,0.0,0.000465
SyxBot,G3,0.000476,0.0,0.0,0.0,0.000466
TCoherence,G3,0.001906,0.000476,1e-06,0.25,0.000889
TRKNOVA,G3,0.0,0.0,0.0,0.0,0.000465
Taciones,G3,0.0,0.0,0.0,0.0,0.000465
TannerBarcelos,G3,0.0,0.0,0.0,0.0,0.000465
Tarasovych,G3,0.0,0.0,0.0,0.0,0.000465
Tayyaba-Akbar956,G3,0.001429,0.0,0.0,0.0,0.001226
TechDufus,G3,0.0,0.0,0.0,0.0,0.000465
TechPreacher,G3,0.001429,0.0,0.0,0.0,0.001256
TechWatching,G3,0.0,0.0,0.0,0.0,0.000465
Technikhighknee,G3,0.0,0.0,0.0,0.0,0.000465
Tenith01,G3,0.0,0.0,0.0,0.0,0.000465
Testimonial,G3,0.000953,0.0,0.0,0.0,0.000471
TheArKaID,G3,0.000953,0.0,0.0,0.0,0.000489
TheManWhoLikesToCode,G3,0.000953,0.0,0.0,0.0,0.000489
TheNotoBarth,G3,0.000476,0.0,0.0,0.0,0.000466
TheUIinventor,G3,0.0,0.0,0.0,0.0,0.000465
Thelastpoet,G3,0.0,0.0,0.0,0.0,0.000465
ThomasSteinbach,G3,0.0,0.0,0.0,0.0,0.000465
ThuySinhNhat,G3,0.0,0.0,0.0,0.0,0.000465
Tiger-NG,G3,0.0,0.0,0.0,0.0,0.000465
TimJJTing,G3,0.0,0.0,0.0,0.0,0.000465
Timothy-Guyon,G3,0.0,0.0,0.0,0.0,0.000465
TituxMetal,G3,0.0,0.0,0.0,0.0,0.000465
TobiasFandrich,G3,0.0,0.0,0.0,0.0,0.000465
TortoiseWolfe,G3,0.000953,0.0,0.0,0.0,0.000471
TrentBartlem,G3,0.0,0.0,0.0,0.0,0.000465
Tuyendev47,G3,0.0,0.0,0.0,0.0,0.000465
TyrelCB,G3,0.0,0.0,0.0,0.0,0.000465
Tyunsen,G3,0.0,0.0,0.0,0.0,0.000465
UmmeHabiba1312,G3,0.000953,0.0,0.0,0.0,0.000471
UndiFineD,G3,0.0,0.0,0.0,0.0,0.000465
UpToDate5500,G3,0.0,0.000476,0.0,0.110512,0.000465
UrielCh,G3,0.0,0.0,0.0,0.0,0.000465
V4G4X,G3,0.0,0.0,0.0,0.0,0.000465
VATALU,G3,0.0,0.0,0.0,0.0,0.000465
VaiYav,G3,0.000953,0.0,0.0,0.0,0.000471
ValentinPy1,G3,0.0,0.0,0.0,0.0,0.000465
VamosCC,G3,0.0,0.0,0.0,0.0,0.000465
Vamshi-Bantaram,G3,0.0,0.0,0.0,0.0,0.000465
VardemisDatara,G3,0.0,0.0,0.0,0.0,0.000465
VesperAkshay,G3,0.0,0.0,0.0,0.0,0.000465
Vext-Labs,G3,0.0,0.0,0.0,0.0,0.000465
ViktorLi1988,G3,0.0,0.000476,0.0,0.25,0.000465
Vipan-arintech,G3,0.0,0.0,0.0,0.0,0.000465
WANGMAN-Echo,G3,0.0,0.0,0.0,0.0,0.000465
WOLIKIMCHENG,G3,0.000953,0.0,0.0,0.0,0.000471
WangX0111,G3,0.000953,0.0,0.0,0.0,0.000471
Wavegoodvybe2929,G3,0.000953,0.0,0.0,0.0,0.000861
WhatIfWeDigDeeper,G3,0.0,0.0,0.0,0.0,0.000465
WhiteGive-Boy,G3,0.000953,0.0,0.0,0.0,0.000471
WikiRik,G3,0.0,0.0,0.0,0.0,0.000465
WilliamMunch,G3,0.000953,0.0,0.0,0.0,0.000471
WilliamPeralta,G3,0.0,0.0,0.0,0.0,0.000465
Windol,G3,0.0,0.0,0.0,0.0,0.000465
WinstonTG,G3,0.0,0.0,0.0,0.0,0.000465
WoZ,G3,0.0,0.0,0.0,0.0,0.000465
WolfgangFiedler,G3,0.0,0.0,0.0,0.0,0.000465
Wompipomp,G3,0.0,0.0,0.0,0.0,0.000465
Wu-Rua,G3,0.0,0.0,0.0,0.0,0.000465
XFGRASS,G3,0.0,0.0,0.0,0.0,0.000465
XSKW11111,G3,0.0,0.0,0.0,0.0,0.000465
Xain3,G3,0.0,0.0,0.0,0.0,0.000465
XardasLord,G3,0.0,0.0,0.0,0.0,0.000465
XhstormR,G3,0.0,0.0,0.0,0.0,0.000465
Xpystum,G3,0.0,0.0,0.0,0.0,0.000465
Xreath,G3,0.0,0.0,0.0,0.0,0.000465
Yazurka,G3,0.0,0.0,0.0,0.0,0.000465
YeduinM,G3,0.0,0.0,0.0,0.0,0.000465
Yunus-Emre-Kaya,G3,0.0,0.0,0.0,0.0,0.000465
Zachary-Higgins,G3,0.0,0.0,0.0,0.0,0.000465
Zahrannnn,G3,0.0,0.0,0.0,0.0,0.000465
Zalmez,G3,0.0,0.0,0.0,0.0,0.000465
Zefex,G3,0.0,0.0,0.0,0.0,0.000465
Zestpond,G3,0.0,0.0,0.0,0.0,0.000465
Zhaoxiaoguang001,G3,0.000953,0.0,0.0,0.0,0.000471
Zzackllack,G3,0.0,0.0,0.0,0.0,0.000465
a-holm,G3,0.0,0.0,0.0,0.0,0.000465
a00110110011,G3,0.0,0.0,0.0,0.0,0.000465
a76854,G3,0.0,0.0,0.0,0.0,0.000465
aMuTeX,G3,0.0,0.0,0.0,0.0,0.000465
aadi1295,G3,0.0,0.0,0.0,0.0,0.000465
aadit33,G3,0.0,0.0,0.0,0.0,0.000465
aaron-cardenas,G3,0.0,0.0,0.0,0.0,0.000465
aaronbassett,G3,0.0,0.0,0.0,0.0,0.000465
aaronrsun,G3,0.000953,0.0,0.0,0.0,0.000471
aasawa20,G3,0.0,0.0,0.0,0.0,0.000465
aashish-ak,G3,0.0,0.000476,0.0,0.25,0.000465
ab22593k,G3,0.0,0.0,0.0,0.0,0.000465
abdul-kabir-jawed,G3,0.0,0.0,0.0,0.0,0.000465
abdull1986,G3,0.0,0.0,0.0,0.0,0.000465
abdurmasood,G3,0.0,0.0,0.0,0.0,0.000465
abeds0,G3,0.000953,0.0,0.0,0.0,0.000471
accelas,G3,0.0,0.0,0.0,0.0,0.000465
accesswatch,G3,0.0,0.0,0.0,0.0,0.000465
acmeguy,G3,0.0,0.0,0.0,0.0,0.000465
acomito,G3,0.0,0.0,0.0,0.0,0.000465
acs,G3,0.0,0.0,0.0,0.0,0.000465
adam-paterson,G3,0.001429,0.000476,2e-06,0.25,0.000884
adamhill,G3,0.0,0.0,0.0,0.0,0.000465
adamjdavidson,G3,0.000476,0.0,0.0,0.0,0.000466
adamkwhite,G3,0.0,0.0,0.0,0.0,0.000465
adarkazanli,G3,0.0,0.0,0.0,0.0,0.000465
adaumann,G3,0.000953,0.0,0.0,0.0,0.000471
adnrewc,G3,0.0,0.0,0.0,0.0,0.000465
adri4nlm,G3,0.000953,0.0,0.0,0.0,0.000471
adshrc,G3,0.0,0.0,0.0,0.0,0.000465
aeltayeb,G3,0.000953,0.0,0.0,0.0,0.000471
aemr3,G3,0.001906,0.0,0.0,0.0,0.001279
aetos382,G3,0.0,0.0,0.0,0.0,0.000465
afetter,G3,0.0,0.0,0.0,0.0,0.000465
afurm,G3,0.000953,0.0,0.0,0.0,0.000471
ageaxe,G3,0.0,0.0,0.0,0.0,0.000465
agonzalez2014,G3,0.0,0.0,0.0,0.0,0.000465
agriffard,G3,0.0,0.0,0.0,0.0,0.000465
agzyamov,G3,0.0,0.0,0.0,0.0,0.000465
ahaaje,G3,0.0,0.0,0.0,0.0,0.000465
ahm22004,G3,0.0,0.0,0.0,0.0,0.000465
ahmadabdalla,G3,0.0,0.0,0.0,0.0,0.000465
ahmedelraei,G3,0.0,0.0,0.0,0.0,0.000465
ahmet-cetinkaya,G3,0.000476,0.0,0.0,0.0,0.000488
airtonGit,G3,0.0,0.0,0.0,0.0,0.000465
airtonix,G3,0.0,0.0,0.0,0.0,0.000465
ajaxdude,G3,0.0,0.0,0.0,0.0,0.000465
ajaxiis-rust,G3,0.0,0.0,0.0,0.0,0.000465
akhil41,G3,0.0,0.0,0.0,0.0,0.000465
aki-s,G3,0.0,0.0,0.0,0.0,0.000465
akierum,G3,0.0,0.0,0.0,0.0,0.000465
akleeko2,G3,0.0,0.0,0.0,0.0,0.000465
akmur,G3,0.0,0.0,0.0,0.0,0.000465
alandovskis,G3,0.0,0.0,0.0,0.0,0.000465
alanmeadows,G3,0.000953,0.0,0.0,0.0,0.000861
albahrani,G3,0.0,0.0,0.0,0.0,0.000465
albertilagan,G3,0.0,0.0,0.0,0.0,0.000465
aldonetti,G3,0.0,0.0,0.0,0.0,0.000465
alebar42,G3,0.0,0.0,0.0,0.0,0.000465
alehar9320,G3,0.0,0.0,0.0,0.0,0.000465
alessio-locatelli,G3,0.0,0.0,0.0,0.0,0.000465
alex-vance,G3,0.0,0.0,0.0,0.0,0.000465
alex-zwingli,G3,0.000953,0.0,0.0,0.0,0.000471
alexandreLavenant,G3,0.0,0.0,0.0,0.0,0.000465
alexhancock,G3,0.0,0.0,0.0,0.0,0.000465
alexinslc,G3,0.000476,0.0,0.0,0.0,0.000466
alexjyong,G3,0.0,0.0,0.0,0.0,0.000465
alexnechyporenko,G3,0.0,0.0,0.0,0.0,0.000465
alexrodio,G3,0.0,0.0,0.0,0.0,0.000465
alfonsograziano,G3,0.0,0.0,0.0,0.0,0.000465
alfredoperez,G3,0.000953,0.0,0.0,0.0,0.000471
aliha-smchs,G3,0.0,0.0,0.0,0.0,0.000465
alissalayla,G3,0.0,0.0,0.0,0.0,0.000465
aloysiusmartis,G3,0.0,0.0,0.0,0.0,0.000465
alparslankapani,G3,0.0,0.0,0.0,0.0,0.000465
alvarobem,G3,0.0,0.0,0.0,0.0,0.000465
alxdark,G3,0.0,0.0,0.0,0.0,0.000465
alxvasilevvv,G3,0.0,0.0,0.0,0.0,0.000465
amamiyayasi,G3,0.0,0.0,0.0,0.0,0.000465
amariani,G3,0.0,0.0,0.0,0.0,0.000465
amaynez,G3,0.000476,0.0,0.0,0.0,0.000879
amehmeto,G3,0.0,0.0,0.0,0.0,0.000465
amehrez,G3,0.0,0.0,0.0,0.0,0.000465
amerzad,G3,0.0,0.0,0.0,0.0,0.000465
amirbadnjevic,G3,0.0,0.0,0.0,0.0,0.000465
amithegde,G3,0.0,0.0,0.0,0.0,0.000465
amogower,G3,0.0,0.0,0.0,0.0,0.000465
amondnet,G3,0.000953,0.0,0.0,0.0,0.000489
amorino-agatha,G3,0.0,0.0,0.0,0.0,0.000465
amosgeva,G3,0.0,0.0,0.0,0.0,0.000465
amuzip,G3,0.000953,0.0,0.0,0.0,0.000471
amweiss,G3,0.000953,0.0,0.0,0.0,0.000471
anadale,G3,0.0,0.0,0.0,0.0,0.000465
anantbaksh,G3,0.0,0.0,0.0,0.0,0.000465
anasseth,G3,0.001429,0.0,0.0,0.0,0.000866
anchildress1,G3,0.000953,0.000476,0.0,0.110505,0.000489
andre-menutole,G3,0.0,0.0,0.0,0.0,0.000465
andreaschiona,G3,0.0,0.0,0.0,0.0,0.000465
andreswebs,G3,0.0,0.0,0.0,0.0,0.000465
andrewpsp,G3,0.0,0.0,0.0,0.0,0.000465
andrewvlgafc,G3,0.000953,0.0,0.0,0.0,0.000471
andyfischer,G3,0.0,0.0,0.0,0.0,0.000465
andysg-hub,G3,0.0,0.0,0.0,0.0,0.000465
anentropic,G3,0.0,0.0,0.0,0.0,0.000465
anggaaryas,G3,0.0,0.0,0.0,0.0,0.000465
anidotnet,G3,0.0,0.0,0.0,0.0,0.000465
anli001024,G3,0.0,0.0,0.0,0.0,0.000465
ansonngch-Sephora,G3,0.0,0.0,0.0,0.0,0.000465
antdong,G3,0.0,0.0,0.0,0.0,0.000465
antimagetiny,G3,0.0,0.0,0.0,0.0,0.000465
anton-shomin,G3,0.0,0.0,0.0,0.0,0.000465
antsok,G3,0.0,0.0,0.0,0.0,0.000465
antst,G3,0.0,0.0,0.0,0.0,0.000465
apexsloth,G3,0.0,0.0,0.0,0.0,0.000465
aprendendofelipe,G3,0.0,0.0,0.0,0.0,0.000465
apshoemaker,G3,0.0,0.0,0.0,0.0,0.000465
aqibmumtaz,G3,0.0,0.0,0.0,0.0,0.000465
aqilaziz,G3,0.000953,0.0,0.0,0.0,0.000471
aragubas,G3,0.0,0.0,0.0,0.0,0.000465
arampp,G3,0.0,0.0,0.0,0.0,0.000465
archetyx,G3,0.0,0.0,0.0,0.0,0.000465
arctouch-paulagueiros,G3,0.0,0.0,0.0,0.0,0.000465
arkadiyk,G3,0.0,0.0,0.0,0.0,0.000465
arkim86-JFK,G3,0.0,0.0,0.0,0.0,0.000465
armingjazi,G3,0.0,0.0,0.0,0.0,0.000465
armoucar,G3,0.0,0.0,0.0,0.0,0.000465
armujahid,G3,0.0,0.0,0.0,0.0,0.000465
arnetkachev,G3,0.0,0.0,0.0,0.0,0.000465
arrrlo,G3,0.0,0.0,0.0,0.0,0.000465
arsalan98m,G3,0.0,0.0,0.0,0.0,0.000465
arthur404dev,G3,0.0,0.0,0.0,0.0,0.000465
artk42,G3,0.0,0.0,0.0,0.0,0.000465
arun-gupta,G3,0.001429,0.0,0.0,0.0,0.000551
arundeep78,G3,0.0,0.0,0.0,0.0,0.000465
arunt14,G3,0.000953,0.0,0.0,0.0,0.000471
aryzing,G3,0.0,0.0,0.0,0.0,0.000465
ashbrener,G3,0.000953,0.0,0.0,0.0,0.000471
ashebanow,G3,0.0,0.0,0.0,0.0,0.000465
ashleysommer,G3,0.0,0.0,0.0,0.0,0.000465
asieduernest12,G3,0.0,0.0,0.0,0.0,0.000465
askpatrickw,G3,0.000476,0.0,0.0,0.0,0.000466
aspdev91,G3,0.0,0.0,0.0,0.0,0.000465
astsu-dev,G3,0.0,0.0,0.0,0.0,0.000465
atomleapdeveloper02,G3,0.0,0.0,0.0,0.0,0.000465
auggie246,G3,0.0,0.0,0.0,0.0,0.000465
aurexav,G3,0.0,0.0,0.0,0.0,0.000465
austinsonger,G3,0.000476,0.0,0.0,0.0,0.000466
awlsring,G3,0.0,0.0,0.0,0.0,0.000465
aww-aww,G3,0.001429,0.0,0.0,0.0,0.001251
ayax79,G3,0.0,0.0,0.0,0.0,0.000465
aybouzaglou,G3,0.0,0.0,0.0,0.0,0.000465
ayesha-aziz123,G3,0.000953,0.0,0.0,0.0,0.000471
ayeshakhalid192007-dev,G3,0.000953,0.0,0.0,0.0,0.000471
ayushin,G3,0.0,0.0,0.0,0.0,0.000465
azaricstefan,G3,0.0,0.0,0.0,0.0,0.000465
azuma317,G3,0.000953,0.0,0.0,0.0,0.000489
bailiangcn,G3,0.0,0.0,0.0,0.0,0.000465
bakwan79,G3,0.0,0.0,0.0,0.0,0.000465
barisgit,G3,0.000476,0.0,0.0,0.0,0.000466
barnent1,G3,0.0,0.0,0.0,0.0,0.000465
barnjamin,G3,0.000476,0.0,0.0,0.0,0.000466
basicScandal,G3,0.0,0.0,0.0,0.0,0.000465
bassco,G3,0.0,0.0,0.0,0.0,0.000465
baveku,G3,0.000953,0.0,0.0,0.0,0.000471
bbrowning,G3,0.0,0.0,0.0,0.0,0.000465
bcdonadio,G3,0.0,0.0,0.0,0.0,0.000465
bcy446xd9d-netizen,G3,0.0,0.0,0.0,0.0,0.000465
beager,G3,0.0,0.0,0.0,0.0,0.000465
beerygaz,G3,0.0,0.0,0.0,0.0,0.000465
beliaev-maksim,G3,0.000476,0.0,0.0,0.0,0.000466
ben-edgar,G3,0.002382,0.0,0.0,0.0,0.001674
ben-heimberg,G3,0.0,0.0,0.0,0.0,0.000465
benadamdev,G3,0.0,0.0,0.0,0.0,0.000465
bengoug,G3,0.0,0.0,0.0,0.0,0.000465
benjaminmodayil,G3,0.0,0.0,0.0,0.0,0.000465
benlau,G3,0.0,0.0,0.0,0.0,0.000465
benoitheinrich,G3,0.0,0.0,0.0,0.0,0.000465
benzyc,G3,0.000476,0.0,0.0,0.0,0.000488
berkantay,G3,0.0,0.0,0.0,0.0,0.000465
best-shalom,G3,0.0,0.0,0.0,0.0,0.000465
bethmaloney,G3,0.0,0.0,0.0,0.0,0.000465
bgervin,G3,0.000953,0.0,0.0,0.0,0.000471
bgiardiello,G3,0.0,0.0,0.0,0.0,0.000465
bhb603,G3,0.0,0.0,0.0,0.0,0.000465
bhsimon97,G3,0.0,0.0,0.0,0.0,0.000465
bibendi,G3,0.0,0.0,0.0,0.0,0.000465
bicatu,G3,0.0,0.0,0.0,0.0,0.000465
bigcan,G3,0.0,0.0,0.0,0.0,0.000465
bigsmartben,G3,0.000953,0.0,0.0,0.0,0.000471
bilalpiaic,G3,0.0,0.0,0.0,0.0,0.000465
bing5tui3,G3,0.0,0.0,0.0,0.0,0.000465
birdseyevue,G3,0.0,0.0,0.0,0.0,0.000465
biruinan,G3,0.0,0.0,0.0,0.0,0.000465
bixu,G3,0.0,0.0,0.0,0.0,0.000465
bjuraga,G3,0.0,0.0,0.0,0.0,0.000465
bkowshik,G3,0.0,0.0,0.0,0.0,0.000465
black1good,G3,0.0,0.0,0.0,0.0,0.000465
blackcode1,G3,0.000476,0.0,0.0,0.0,0.000488
blackcrow-it,G3,0.0,0.0,0.0,0.0,0.000465
blackgirlbytes,G3,0.0,0.0,0.0,0.0,0.000465
blade1981m,G3,0.0,0.0,0.0,0.0,0.000465
blashinfa,G3,0.0,0.0,0.0,0.0,0.000465
bleow,G3,0.0,0.0,0.0,0.0,0.000465
bmcnaboe,G3,0.0,0.0,0.0,0.0,0.000465
bobbui,G3,0.0,0.0,0.0,0.0,0.000465
bobbyhuang-dev,G3,0.0,0.0,0.0,0.0,0.000465
bodleytunes,G3,0.0,0.0,0.0,0.0,0.000465
bongiozzo,G3,0.0,0.0,0.0,0.0,0.000465
bonsai,G3,0.0,0.0,0.0,0.0,0.000465
borederman,G3,0.0,0.0,0.0,0.0,0.000465
borfast,G3,0.0,0.0,0.0,0.0,0.000465
bpodlejski,G3,0.0,0.0,0.0,0.0,0.000465
bradbalfour,G3,0.0,0.0,0.0,0.0,0.000465
braffour,G3,0.0,0.0,0.0,0.0,0.000465
brandon-braner,G3,0.000476,0.0,0.0,0.0,0.000466
branky,G3,0.0,0.0,0.0,0.0,0.000465
brat002,G3,0.0,0.0,0.0,0.0,0.000465
brentarias,G3,0.0,0.0,0.0,0.0,0.000465
brentrossen,G3,0.0,0.0,0.0,0.0,0.000465
