login,graph,degree_in,degree_out,betweenness,closeness,pagerank
brianFrizzera,G3,0.0,0.0,0.0,0.0,0.000465
briananderson1222,G3,0.000476,0.0,0.0,0.0,0.000488
brianluby,G3,0.000476,0.0,0.0,0.0,0.000466
briant-spindance,G3,0.0,0.0,0.0,0.0,0.000465
brimdor,G3,0.0,0.0,0.0,0.0,0.000465
brindasanthm,G3,0.0,0.0,0.0,0.0,0.000465
brooke-hamilton,G3,0.0,0.0,0.0,0.0,0.000465
brunoborges,G3,0.000953,0.0,0.0,0.0,0.000489
bryantqo,G3,0.0,0.0,0.0,0.0,0.000465
bsnyder,G3,0.0,0.0,0.0,0.0,0.000465
bsquidwrd,G3,0.0,0.0,0.0,0.0,0.000465
buck-0x,G3,0.0,0.0,0.0,0.0,0.000465
bucweat,G3,0.0,0.0,0.0,0.0,0.000465
burberryonn,G3,0.0,0.0,0.0,0.0,0.000465
busbyjon,G3,0.0,0.0,0.0,0.0,0.000465
c05m1x,G3,0.0,0.0,0.0,0.0,0.000465
c30ra,G3,0.0,0.0,0.0,0.0,0.000465
caffbit,G3,0.000476,0.0,0.0,0.0,0.000488
calexandre,G3,0.0,0.0,0.0,0.0,0.000465
callorange,G3,0.0,0.0,0.0,0.0,0.000465
calvin-chung-calian-git,G3,0.0,0.0,0.0,0.0,0.000465
camiloborges,G3,0.0,0.0,0.0,0.0,0.000465
campbells,G3,0.0,0.0,0.0,0.0,0.000465
carlo42,G3,0.000476,0.0,0.0,0.0,0.000466
carlosfiori,G3,0.0,0.0,0.0,0.0,0.000465
carmandale,G3,0.000476,0.0,0.0,0.0,0.000466
carolitascl,G3,0.0,0.0,0.0,0.0,0.000465
carsten-wilhelm,G3,0.0,0.0,0.0,0.0,0.000465
carter003,G3,0.0,0.0,0.0,0.0,0.000465
cartmedia,G3,0.0,0.0,0.0,0.0,0.000465
cassiebreviu,G3,0.000476,0.0,0.0,0.0,0.000466
cazzoo,G3,0.0,0.0,0.0,0.0,0.000465
cbaerikebc,G3,0.0,0.0,0.0,0.0,0.000465
cccczl,G3,0.0,0.0,0.0,0.0,0.000465
ccoles146,G3,0.0,0.0,0.0,0.0,0.000465
cdaringe,G3,0.0,0.0,0.0,0.0,0.000465
cdeisler,G3,0.0,0.0,0.0,0.0,0.000465
cedricvidal,G3,0.0,0.0,0.0,0.0,0.000465
ceotind,G3,0.0,0.0,0.0,0.0,0.000465
ceppelli,G3,0.0,0.0,0.0,0.0,0.000465
cgondrovic-servpro,G3,0.0,0.0,0.0,0.0,0.000465
chanezon,G3,0.000953,0.0,0.0,0.0,0.000489
char-ykn,G3,0.0,0.0,0.0,0.0,0.000465
charlie17,G3,0.0,0.0,0.0,0.0,0.000465
charlzdotdev,G3,0.0,0.0,0.0,0.0,0.000465
cheapsteak,G3,0.0,0.0,0.0,0.0,0.000465
chebyr,G3,0.000476,0.0,0.0,0.0,0.000466
chennakrishnaa,G3,0.0,0.0,0.0,0.0,0.000465
chenry-me,G3,0.000953,0.0,0.0,0.0,0.000471
chenyinchang,G3,0.0,0.0,0.0,0.0,0.000465
chezsmithy,G3,0.0,0.0,0.0,0.0,0.000465
chiddekel,G3,0.0,0.0,0.0,0.0,0.000465
chordpli,G3,0.000953,0.0,0.0,0.0,0.000471
chris-hatton,G3,0.0,0.0,0.0,0.0,0.000465
chrisleyva,G3,0.0,0.0,0.0,0.0,0.000465
chrismeller,G3,0.0,0.0,0.0,0.0,0.000465
chriso0710,G3,0.0,0.0,0.0,0.0,0.000465
chriswingler,G3,0.0,0.0,0.0,0.0,0.000465
chronoB,G3,0.0,0.0,0.0,0.0,0.000465
chsanch,G3,0.0,0.0,0.0,0.0,0.000465
cianclarke,G3,0.0,0.0,0.0,0.0,0.000465
ciaronnixon,G3,0.0,0.0,0.0,0.0,0.000465
citrez,G3,0.000476,0.0,0.0,0.0,0.000466
cityac,G3,0.0,0.0,0.0,0.0,0.000465
clmcgrath,G3,0.0,0.0,0.0,0.0,0.000465
clsferguson,G3,0.0,0.0,0.0,0.0,0.000465
cmhac,G3,0.0,0.0,0.0,0.0,0.000465
cnhuz,G3,0.0,0.0,0.0,0.0,0.000465
codedmart,G3,0.0,0.0,0.0,0.0,0.000465
coderandhiker,G3,0.000953,0.0,0.0,0.0,0.000471
codewithme224,G3,0.0,0.0,0.0,0.0,0.000465
codingoutloud,G3,0.0,0.0,0.0,0.0,0.000465
codinronan,G3,0.0,0.0,0.0,0.0,0.000465
codyNog,G3,0.0,0.0,0.0,0.0,0.000465
codyseally,G3,0.0,0.0,0.0,0.0,0.000465
cogell,G3,0.0,0.0,0.0,0.0,0.000465
cohenjo,G3,0.0,0.0,0.0,0.0,0.000465
colinbull,G3,0.0,0.0,0.0,0.0,0.000465
colsonj,G3,0.0,0.0,0.0,0.0,0.000465
cometzero,G3,0.0,0.0,0.0,0.0,0.000465
conniemerritt,G3,0.0,0.0,0.0,0.0,0.000465
cookiegg,G3,0.0,0.0,0.0,0.0,0.000465
copilot-pull-request-reviewer[bot],G3,0.0,0.149119,0.0,0.214286,0.000465
copilot-swe-agent[bot],G3,0.0,0.000476,0.0,0.25,0.000465
copton,G3,0.0,0.0,0.0,0.0,0.000465
copyboy,G3,0.0,0.0,0.0,0.0,0.000465
corbettbain,G3,0.0,0.0,0.0,0.0,0.000465
corfor,G3,0.0,0.0,0.0,0.0,0.000465
craftogrammer,G3,0.0,0.0,0.0,0.0,0.000465
cristhianu,G3,0.000476,0.0,0.0,0.0,0.000466
cristianuibar,G3,0.0,0.0,0.0,0.0,0.000465
crisweber2600,G3,0.0,0.000476,0.0,0.110512,0.000465
crokobit,G3,0.0,0.0,0.0,0.0,0.000465
crostonj,G3,0.000476,0.0,0.0,0.0,0.000466
crumgary,G3,0.0,0.0,0.0,0.0,0.000465
cruschke,G3,0.0,0.0,0.0,0.0,0.000465
csvan,G3,0.0,0.0,0.0,0.0,0.000465
csveritas,G3,0.0,0.0,0.0,0.0,0.000465
cswaas,G3,0.0,0.0,0.0,0.0,0.000465
ctfhacker,G3,0.0,0.0,0.0,0.0,0.000465
ctrysbita,G3,0.0,0.0,0.0,0.0,0.000465
cyanolive,G3,0.0,0.0,0.0,0.0,0.000465
cybermerlin,G3,0.0,0.0,0.0,0.0,0.000465
cyliu0,G3,0.000953,0.0,0.0,0.0,0.000471
cyxer000,G3,0.0,0.0,0.0,0.0,0.000465
czcz1024,G3,0.0,0.0,0.0,0.0,0.000465
czei,G3,0.0,0.0,0.0,0.0,0.000465
czer323,G3,0.0,0.0,0.0,0.0,0.000465
d0whc3r,G3,0.0,0.0,0.0,0.0,0.000465
da1z,G3,0.000476,0.0,0.0,0.0,0.000466
daebenji,G3,0.0,0.0,0.0,0.0,0.000465
dagecko,G3,0.000953,0.0,0.0,0.0,0.000471
damnhandy,G3,0.0,0.0,0.0,0.0,0.000465
dan-cooke,G3,0.0,0.0,0.0,0.0,0.000465
dancer1325,G3,0.0,0.0,0.0,0.0,0.000465
dango85,G3,0.000953,0.0,0.0,0.0,0.000471
daniel-graham,G3,0.000953,0.0,0.0,0.0,0.000471
danieldekay,G3,0.000476,0.0,0.0,0.0,0.000466
danieleBennetts,G3,0.0,0.0,0.0,0.0,0.000465
danielflorezjllo,G3,0.0,0.0,0.0,0.0,0.000465
danielmeppiel,G3,0.000953,0.0,0.0,0.0,0.000545
danielwestlake,G3,0.0,0.0,0.0,0.0,0.000465
danielxhampton,G3,0.0,0.0,0.0,0.0,0.000465
danizord,G3,0.000476,0.0,0.0,0.0,0.000466
danshuitaihejie,G3,0.0,0.0,0.0,0.0,0.000465
danstis,G3,0.0,0.0,0.0,0.0,0.000465
dante01yoon,G3,0.0,0.0,0.0,0.0,0.000465
danwashusen,G3,0.000476,0.0,0.0,0.0,0.000488
danwild,G3,0.0,0.0,0.0,0.0,0.000465
danyow,G3,0.000953,0.0,0.0,0.0,0.000489
daordonez11,G3,0.0,0.0,0.0,0.0,0.000465
darcon77,G3,0.0,0.0,0.0,0.0,0.000465
darion-yaphet,G3,0.000953,0.0,0.0,0.0,0.000471
dariuszkowalski-com,G3,0.0,0.0,0.0,0.0,0.000465
darkglow-net,G3,0.000953,0.0,0.0,0.0,0.000471
darkmule,G3,0.0,0.0,0.0,0.0,0.000465
darkogj,G3,0.000476,0.0,0.0,0.0,0.000466
darrenrkb,G3,0.0,0.0,0.0,0.0,0.000465
dasiths,G3,0.0,0.0,0.0,0.0,0.000465
datspike,G3,0.0,0.0,0.0,0.0,0.000465
davehowell,G3,0.0,0.0,0.0,0.0,0.000465
davesharpe13,G3,0.000953,0.0,0.0,0.0,0.000471
davidmoshal,G3,0.0,0.0,0.0,0.0,0.000465
davidniu-0914,G3,0.000953,0.0,0.0,0.0,0.000471
davidrudduck,G3,0.0,0.0,0.0,0.0,0.000465
davidvartanian,G3,0.0,0.0,0.0,0.0,0.000465
davistroy,G3,0.0,0.0,0.0,0.0,0.000465
dayanmasiha-hub,G3,0.0,0.000476,0.0,0.25,0.000465
dbardi,G3,0.0,0.0,0.0,0.0,0.000465
dbirks,G3,0.000476,0.0,0.0,0.0,0.000488
dceoy,G3,0.0,0.0,0.0,0.0,0.000465
ddulic,G3,0.0,0.0,0.0,0.0,0.000465
decarufe,G3,0.000476,0.0,0.0,0.0,0.000466
deepeshBodh,G3,0.0,0.0,0.0,0.0,0.000465
deepfriedmind,G3,0.0,0.0,0.0,0.0,0.000465
deikka,G3,0.0,0.0,0.0,0.0,0.000465
densk1,G3,0.0,0.0,0.0,0.0,0.000465
dentity007,G3,0.0,0.0,0.0,0.0,0.000465
dependabot[bot],G3,0.000476,0.0,0.0,0.0,0.00047
derek987987,G3,0.0,0.0,0.0,0.0,0.000465
derekperez27,G3,0.0,0.0,0.0,0.0,0.000465
derobiwan,G3,0.0,0.0,0.0,0.0,0.000465
dev0zzz,G3,0.0,0.0,0.0,0.0,0.000465
devantler,G3,0.000953,0.0,0.0,0.0,0.000489
devbeard,G3,0.0,0.0,0.0,0.0,0.000465
devfirexyz,G3,0.0,0.0,0.0,0.0,0.000465
devsticks,G3,0.0,0.0,0.0,0.0,0.000465
devzizai,G3,0.0,0.0,0.0,0.0,0.000465
dgawlik,G3,0.0,0.0,0.0,0.0,0.000465
dhilipkumars,G3,0.000953,0.002382,0.0,0.116816,0.000471
dhndmn,G3,0.0,0.0,0.0,0.0,0.000465
dialedin2014,G3,0.0,0.0,0.0,0.0,0.000465
diamond-lizard,G3,0.0,0.0,0.0,0.0,0.000465
diarized,G3,0.0,0.0,0.0,0.0,0.000465
dickhardt,G3,0.0,0.0,0.0,0.0,0.000465
diegowk6,G3,0.0,0.0,0.0,0.0,0.000465
dikkkkuta,G3,0.0,0.0,0.0,0.0,0.000465
diogosalaberri,G3,0.0,0.0,0.0,0.0,0.000465
dipievil,G3,0.0,0.0,0.0,0.0,0.000465
distante,G3,0.0,0.0,0.0,0.0,0.000465
djeffersonx,G3,0.0,0.000476,0.0,0.25,0.000465
djsekops,G3,0.0,0.0,0.0,0.0,0.000465
dkmin,G3,0.0,0.0,0.0,0.0,0.000465
dkmos2016,G3,0.0,0.0,0.0,0.0,0.000465
dknell,G3,0.0,0.0,0.0,0.0,0.000465
dkoenawan,G3,0.0,0.0,0.0,0.0,0.000465
dkolb,G3,0.0,0.0,0.0,0.0,0.000465
dldinternet,G3,0.0,0.0,0.0,0.0,0.000465
dlecan,G3,0.0,0.0,0.0,0.0,0.000465
dlukt,G3,0.0,0.0,0.0,0.0,0.000465
dmaizel,G3,0.0,0.0,0.0,0.0,0.000465
dmarav,G3,0.0,0.0,0.0,0.0,0.000465
dmitry-pavlov,G3,0.0,0.0,0.0,0.0,0.000465
dmux,G3,0.000953,0.0,0.0,0.0,0.000471
dobrdesign,G3,0.0,0.0,0.0,0.0,0.000465
docech,G3,0.0,0.0,0.0,0.0,0.000465
doct0rX,G3,0.0,0.0,0.0,0.0,0.000465
doggy8088,G3,0.0,0.0,0.0,0.0,0.000465
dominikj-cf,G3,0.0,0.0,0.0,0.0,0.000465
dominykas-verkauskas,G3,0.0,0.0,0.0,0.0,0.000465
doozie-akshay,G3,0.0,0.0,0.0,0.0,0.000465
doquanghuy,G3,0.000953,0.000476,0.0,0.115482,0.000471
dotnetspark,G3,0.0,0.0,0.0,0.0,0.000465
dougcooper,G3,0.0,0.0,0.0,0.0,0.000465
dpeckham,G3,0.0,0.0,0.0,0.0,0.000465
dpi627,G3,0.0,0.0,0.0,0.0,0.000465
dragoshont,G3,0.0,0.0,0.0,0.0,0.000465
drake4964,G3,0.0,0.0,0.0,0.0,0.000465
drewgingerich,G3,0.0,0.0,0.0,0.0,0.000465
drobati,G3,0.0,0.0,0.0,0.0,0.000465
droideronline,G3,0.0,0.0,0.0,0.0,0.000465
drrros,G3,0.0,0.0,0.0,0.0,0.000465
dsrednicki,G3,0.000953,0.0,0.0,0.0,0.000471
duccadhv1,G3,0.0,0.0,0.0,0.0,0.000465
duksh,G3,0.000476,0.0,0.0,0.0,0.00047
duoduokai,G3,0.0,0.0,0.0,0.0,0.000465
duydduyd,G3,0.0,0.0,0.0,0.0,0.000465
dvic,G3,0.0,0.0,0.0,0.0,0.000465
dylan-k,G3,0.0,0.0,0.0,0.0,0.000465
dz85,G3,0.0,0.0,0.0,0.0,0.000465
ebertti,G3,0.0,0.0,0.0,0.0,0.000465
ebramirez,G3,0.0,0.0,0.0,0.0,0.000465
echarrod,G3,0.001429,0.000953,2e-06,0.25,0.000866
ed-lichtman-nice,G3,0.0,0.0,0.0,0.0,0.000465
ed4becky,G3,0.0,0.0,0.0,0.0,0.000465
edelah,G3,0.0,0.0,0.0,0.0,0.000465
eduvav,G3,0.0,0.0,0.0,0.0,0.000465
efe-mumoglu,G3,0.0,0.0,0.0,0.0,0.000465
egemensekem,G3,0.0,0.0,0.0,0.0,0.000465
ehatov216,G3,0.0,0.0,0.0,0.0,0.000465
ehiggs,G3,0.0,0.0,0.0,0.0,0.000465
ehlowr0ld,G3,0.0,0.0,0.0,0.0,0.000465
ejaramillom,G3,0.0,0.0,0.0,0.0,0.000465
ekadetov,G3,0.0,0.0,0.0,0.0,0.000465
elagerway,G3,0.0,0.0,0.0,0.0,0.000465
eldar702,G3,0.000953,0.0,0.0,0.0,0.000471
elebescond,G3,0.0,0.0,0.0,0.0,0.000465
eliasto,G3,0.000953,0.0,0.0,0.0,0.000489
elkinjosetm,G3,0.0,0.0,0.0,0.0,0.000465
eloimarquessilva,G3,0.0,0.0,0.0,0.0,0.000465
emanuelturis,G3,0.000476,0.0,0.0,0.0,0.000488
emi-dm,G3,0.000953,0.0,0.0,0.0,0.000471
empz,G3,0.0,0.0,0.0,0.0,0.000465
emreonur-i,G3,0.0,0.0,0.0,0.0,0.000465
engels74,G3,0.0,0.0,0.0,0.0,0.000465
epps,G3,0.0,0.0,0.0,0.0,0.000465
eranshapira,G3,0.0,0.0,0.0,0.0,0.000465
eranshcloud,G3,0.0,0.0,0.0,0.0,0.000465
ericnoam,G3,0.000953,0.000476,0.0,0.25,0.000471
erikankrom,G3,0.0,0.0,0.0,0.0,0.000465
eriksenonline,G3,0.0,0.0,0.0,0.0,0.000465
ernestjumbe,G3,0.0,0.0,0.0,0.0,0.000465
esola-thomas,G3,0.0,0.0,0.0,0.0,0.000465
essenbee2,G3,0.0,0.0,0.0,0.0,0.000465
ethaizone,G3,0.0,0.0,0.0,0.0,0.000465
etiennemargraff,G3,0.0,0.0,0.0,0.0,0.000465
eucariop,G3,0.0,0.0,0.0,0.0,0.000465
eudson,G3,0.0,0.0,0.0,0.0,0.000465
eugman,G3,0.0,0.0,0.0,0.0,0.000465
eumatheusgomes,G3,0.0,0.0,0.0,0.0,0.000465
everas42,G3,0.0,0.0,0.0,0.0,0.000465
exengstfeld,G3,0.000476,0.0,0.0,0.0,0.000466
exocode,G3,0.0,0.0,0.0,0.0,0.000465
fabiodouek,G3,0.0,0.0,0.0,0.0,0.000465
fabioluissilva,G3,0.0,0.0,0.0,0.0,0.000465
fabricioasv,G3,0.0,0.0,0.0,0.0,0.000465
fagner-acto,G3,0.0,0.0,0.0,0.0,0.000465
faizan-shah-10,G3,0.0,0.000476,0.0,0.25,0.000465
fajar-apri-alaska,G3,0.0,0.0,0.0,0.0,0.000465
fangye100,G3,0.0,0.0,0.0,0.0,0.000465
farzad528,G3,0.0,0.0,0.0,0.0,0.000465
fastlorenzo,G3,0.0,0.0,0.0,0.0,0.000465
faysou,G3,0.0,0.0,0.0,0.0,0.000465
fbridger,G3,0.0,0.0,0.0,0.0,0.000465
fdcastel,G3,0.000953,0.0,0.0,0.0,0.000471
feder1402,G3,0.0,0.0,0.0,0.0,0.000465
federicociner,G3,0.0,0.0,0.0,0.0,0.000465
felipe-lfca,G3,0.0,0.0,0.0,0.0,0.000465
fengyunhe,G3,0.0,0.0,0.0,0.0,0.000465
ferBo,G3,0.0,0.0,0.0,0.0,0.000465
fergoid,G3,0.0,0.0,0.0,0.0,0.000465
ferquo,G3,0.0,0.0,0.0,0.0,0.000465
fgalarraga,G3,0.0,0.0,0.0,0.0,0.000465
fhemmerrelias,G3,0.0,0.0,0.0,0.0,0.000465
filipemonteiroth,G3,0.0,0.0,0.0,0.0,0.000465
fitzgeraldsteele,G3,0.0,0.0,0.0,0.0,0.000465
flamerged,G3,0.0,0.0,0.0,0.0,0.000465
flavour,G3,0.0,0.0,0.0,0.0,0.000465
flawlessenergy,G3,0.0,0.0,0.0,0.0,0.000465
fleetimee,G3,0.0,0.0,0.0,0.0,0.000465
fletchgqc,G3,0.0,0.0,0.0,0.0,0.000465
flipthedog,G3,0.000953,0.0,0.0,0.0,0.000471
florijanqosja,G3,0.0,0.0,0.0,0.0,0.000465
flysee100,G3,0.0,0.0,0.0,0.0,0.000465
foeria,G3,0.0,0.0,0.0,0.0,0.000465
foertel,G3,0.0,0.0,0.0,0.0,0.000465
fokkerone,G3,0.0,0.0,0.0,0.0,0.000465
formin,G3,0.000953,0.0,0.0,0.0,0.000471
fortunto2,G3,0.0,0.0,0.0,0.0,0.000465
foundryserver,G3,0.0,0.0,0.0,0.0,0.000465
framunoz,G3,0.0,0.0,0.0,0.0,0.000465
francovp,G3,0.0,0.0,0.0,0.0,0.000465
freefoxcm,G3,0.0,0.0,0.0,0.0,0.000465
freshlesh3,G3,0.0,0.0,0.0,0.0,0.000465
freudl,G3,0.0,0.0,0.0,0.0,0.000465
frizikk,G3,0.0,0.0,0.0,0.0,0.000465
frodon1,G3,0.0,0.0,0.0,0.0,0.000465
fschwiet,G3,0.0,0.0,0.0,0.0,0.000465
fsilvaortiz,G3,0.001429,0.0,0.0,0.0,0.000839
fssou,G3,0.0,0.0,0.0,0.0,0.000465
fthozdemir,G3,0.0,0.0,0.0,0.0,0.000465
fuleinist,G3,0.000953,0.0,0.0,0.0,0.000471
funkenstrahlen,G3,0.0,0.0,0.0,0.0,0.000465
furkankoykiran,G3,0.000953,0.0,0.0,0.0,0.000471
fuyongde,G3,0.000953,0.0,0.0,0.0,0.000471
fxnicolas,G3,0.0,0.0,0.0,0.0,0.000465
gaatjeniksaan,G3,0.000476,0.0,0.0,0.0,0.000488
gabinfremont,G3,0.0,0.0,0.0,0.0,0.000465
gabrielhmsantos,G3,0.000953,0.0,0.0,0.0,0.000471
gakeez,G3,0.0,0.0,0.0,0.0,0.000465
galoniz,G3,0.0,0.0,0.0,0.0,0.000465
ganeshramakrishnanbr,G3,0.0,0.0,0.0,0.0,0.000465
gatuno1,G3,0.0,0.0,0.0,0.0,0.000465
gavinjou818,G3,0.0,0.0,0.0,0.0,0.000465
gbisaga,G3,0.0,0.0,0.0,0.0,0.000465
gdut-yy,G3,0.0,0.0,0.0,0.0,0.000465
gederer,G3,0.0,0.0,0.0,0.0,0.000465
george-mcintyre,G3,0.0,0.0,0.0,0.0,0.000465
georgestevens99,G3,0.0,0.0,0.0,0.0,0.000465
getanwar,G3,0.0,0.0,0.0,0.0,0.000465
gferguson1815,G3,0.0,0.0,0.0,0.0,0.000465
ggamco,G3,0.0,0.0,0.0,0.0,0.000465
ggblake,G3,0.0,0.0,0.0,0.0,0.000465
ggeutzzang,G3,0.0,0.0,0.0,0.0,0.000465
ghost,G3,0.000953,0.0,0.0,0.0,0.000471
gideoncatz,G3,0.0,0.0,0.0,0.0,0.000465
gigascake,G3,0.0,0.0,0.0,0.0,0.000465
giiyms,G3,0.0,0.0,0.0,0.0,0.000465
gimmebytes,G3,0.0,0.0,0.0,0.0,0.000465
gingters,G3,0.0,0.0,0.0,0.0,0.000465
gitcnd,G3,0.0,0.0,0.0,0.0,0.000465
gitenstuff,G3,0.0,0.0,0.0,0.0,0.000465
github-actions[bot],G3,0.000953,0.0,0.0,0.0,0.000471
github-advanced-security[bot],G3,0.0,0.002382,0.0,0.116825,0.000465
github-code-quality[bot],G3,0.0,0.000476,0.0,0.25,0.000465
github-gregory-rome,G3,0.000476,0.0,0.0,0.0,0.000466
giuseppe-trisciuoglio,G3,0.0,0.0,0.0,0.0,0.000465
givemetraffic,G3,0.0,0.0,0.0,0.0,0.000465
gjmorris,G3,0.0,0.0,0.0,0.0,0.000465
glara,G3,0.0,0.0,0.0,0.0,0.000465
glockpete,G3,0.000476,0.0,0.0,0.0,0.000466
gnnk,G3,0.0,0.0,0.0,0.0,0.000465
gogojames,G3,0.0,0.0,0.0,0.0,0.000465
goldyard,G3,0.0,0.0,0.0,0.0,0.000465
gordonwatts,G3,0.0,0.0,0.0,0.0,0.000465
gotalab,G3,0.0,0.0,0.0,0.0,0.000465
gouzhuang,G3,0.0,0.0,0.0,0.0,0.000465
gowy222,G3,0.0,0.0,0.0,0.0,0.000465
gpfielpayretailers,G3,0.0,0.0,0.0,0.0,0.000465
gpr,G3,0.0,0.0,0.0,0.0,0.000465
grafvonb,G3,0.000953,0.0,0.0,0.0,0.000471
grayson1999,G3,0.0,0.0,0.0,0.0,0.000465
greffgreff,G3,0.0,0.0,0.0,0.0,0.000465
grhaonan,G3,0.0,0.0,0.0,0.0,0.000465
grissiom,G3,0.000953,0.0,0.0,0.0,0.000471
gsemet,G3,0.0,0.0,0.0,0.0,0.000465
guercheLE,G3,0.000476,0.0,0.0,0.0,0.000466
gugahoi,G3,0.0,0.0,0.0,0.0,0.000465
guiguito,G3,0.0,0.0,0.0,0.0,0.000465
guisantossi,G3,0.0,0.0,0.0,0.0,0.000465
gulshankumar09,G3,0.0,0.0,0.0,0.0,0.000465
guptaashwanee,G3,0.0,0.0,0.0,0.0,0.000465
gwallan,G3,0.0,0.0,0.0,0.0,0.000465
gzhtdikrx,G3,0.0,0.0,0.0,0.0,0.000465
h16rkim,G3,0.000476,0.0,0.0,0.0,0.000466
h4yfans,G3,0.0,0.0,0.0,0.0,0.000465
habutre,G3,0.0,0.0,0.0,0.0,0.000465
hackbraten68,G3,0.0,0.0,0.0,0.0,0.000465
hacknlove,G3,0.0,0.0,0.0,0.0,0.000465
hades200082,G3,0.0,0.0,0.0,0.0,0.000465
hakan-andersson-treetop,G3,0.0,0.0,0.0,0.0,0.000465
hamzatrq,G3,0.0,0.0,0.0,0.0,0.000465
hanzlikhan,G3,0.0,0.0,0.0,0.0,0.000465
happypig,G3,0.0,0.0,0.0,0.0,0.000465
harikrishnan83,G3,0.001429,0.0,0.0,0.0,0.000884
hariseldon78,G3,0.0,0.0,0.0,0.0,0.000465
harishkm83,G3,0.0,0.0,0.0,0.0,0.000465
harkairt,G3,0.0,0.0,0.0,0.0,0.000465
hashimwarren,G3,0.0,0.0,0.0,0.0,0.000465
hassankhan2608,G3,0.0,0.0,0.0,0.0,0.000465
hassifmohd,G3,0.0,0.0,0.0,0.0,0.000465
hawar,G3,0.000953,0.0,0.0,0.0,0.000471
hb2708,G3,0.0,0.0,0.0,0.0,0.000465
hcnimi,G3,0.0,0.0,0.0,0.0,0.000465
healthkowshik,G3,0.0,0.0,0.0,0.0,0.000465
hejvalli,G3,0.0,0.0,0.0,0.0,0.000465
hellfirehd,G3,0.0,0.0,0.0,0.0,0.000465
hello-william,G3,0.0,0.0,0.0,0.0,0.000465
hemangjoshi37a,G3,0.000953,0.0,0.0,0.0,0.001255
hendrix04,G3,0.0,0.0,0.0,0.0,0.000465
herculosh,G3,0.0,0.0,0.0,0.0,0.000465
heyvoon,G3,0.0,0.0,0.0,0.0,0.000465
hiarcs,G3,0.0,0.0,0.0,0.0,0.000465
himanshugoyal1065,G3,0.0,0.0,0.0,0.0,0.000465
hindermath,G3,0.000953,0.0,0.0,0.0,0.000471
hitermeng,G3,0.0,0.0,0.0,0.0,0.000465
hmanicka,G3,0.0,0.0,0.0,0.0,0.000465
hmzhbyry44-lab,G3,0.0,0.0,0.0,0.0,0.000465
hojongs,G3,0.0,0.0,0.0,0.0,0.000465
hongxichina,G3,0.0,0.0,0.0,0.0,0.000465
honjo-hiroaki-gtt,G3,0.001429,0.0,0.0,0.0,0.001278
hooperits,G3,0.0,0.0,0.0,0.0,0.000465
hooshyar,G3,0.0,0.0,0.0,0.0,0.000465
hot666666,G3,0.000953,0.0,0.0,0.0,0.000471
housekelly,G3,0.000953,0.0,0.0,0.0,0.000862
hovrawl,G3,0.0,0.0,0.0,0.0,0.000465
hsin19,G3,0.000953,0.0,0.0,0.0,0.000489
hsmorikawa,G3,0.0,0.0,0.0,0.0,0.000465
htelsiz,G3,0.0,0.0,0.0,0.0,0.000465
huangguang1999,G3,0.000953,0.0,0.0,0.0,0.000471
huanghaiqingit,G3,0.0,0.0,0.0,0.0,0.000465
huangyang-reolink,G3,0.0,0.0,0.0,0.0,0.000465
hugo082,G3,0.0,0.0,0.0,0.0,0.000465
hugogu,G3,0.000476,0.0,0.0,0.0,0.000466
hulaxiaodai,G3,0.0,0.0,0.0,0.0,0.000465
hungdev,G3,0.0,0.0,0.0,0.0,0.000465
hungthai1401,G3,0.000476,0.0,0.0,0.0,0.000488
huy1010,G3,0.000953,0.0,0.0,0.0,0.000471
iAbadia,G3,0.0,0.0,0.0,0.0,0.000465
iAmSurajT,G3,0.0,0.0,0.0,0.0,0.000465
iFrency,G3,0.0,0.0,0.0,0.0,0.000465
iampeterdaniels,G3,0.0,0.0,0.0,0.0,0.000465
ibotu,G3,0.0,0.0,0.0,0.0,0.000465
idc999,G3,0.0,0.0,0.0,0.0,0.000465
ieretzkdosha,G3,0.0,0.0,0.0,0.0,0.000465
ifle,G3,0.0,0.0,0.0,0.0,0.000465
ifredom,G3,0.0,0.0,0.0,0.0,0.000465
ignatremizov,G3,0.000476,0.0,0.0,0.0,0.000466
igorrius,G3,0.0,0.0,0.0,0.0,0.000465
ihascode,G3,0.0,0.0,0.0,0.0,0.000465
ihor-shndr,G3,0.0,0.0,0.0,0.0,0.000465
ihrimech,G3,0.0,0.0,0.0,0.0,0.000465
iksnae,G3,0.000476,0.0,0.0,0.0,0.000466
ilyar,G3,0.0,0.0,0.0,0.0,0.000465
ilyavenger,G3,0.0,0.0,0.0,0.0,0.000465
im-samz,G3,0.0,0.0,0.0,0.0,0.000465
im-world,G3,0.0,0.0,0.0,0.0,0.000465
immannan,G3,0.0,0.0,0.0,0.0,0.000465
imviancagrace,G3,0.000953,0.0,0.0,0.0,0.000471
incrediblezayed,G3,0.0,0.0,0.0,0.0,0.000465
infinitelyloopy-bt,G3,0.0,0.0,0.0,0.0,0.000465
info-lamin,G3,0.0,0.0,0.0,0.0,0.000465
inlineHamed,G3,0.0,0.0,0.0,0.0,0.000465
insilications,G3,0.0,0.0,0.0,0.0,0.000465
int2k,G3,0.0,0.0,0.0,0.0,0.000465
intel352,G3,0.0,0.0,0.0,0.0,0.000465
intellix,G3,0.0,0.0,0.0,0.0,0.000465
inthevortex,G3,0.0,0.0,0.0,0.0,0.000465
